FILIAL;SECAO;DATA;CMV;VALOR ESTOQUE;;VL_ESTQ;CMV;TOTAL
15;416;08/04/2021;R$ 5.254,21;R$ 97.495,82;;;;
15;436;08/04/2021;R$ 23.800,68;R$ 504.331,35;;;;
16;415;08/04/2021;R$ 2.356,66;R$ 97.598,20;;;;
16;421;08/04/2021;R$ 6.242,83;R$ 485.305,06;;;;
16;433;08/04/2021;R$ 18.451,06;R$ 140.053,13;;;;
16;435;08/04/2021;R$ 19.199,34;R$ 117.210,79;;;;
16;440;08/04/2021;R$ 1.547,17;R$ 11.867,09;;;;
16;441;08/04/2021;R$ 332,31;R$ 24.066,05;;;;
18;414;08/04/2021;R$ 3.057,97;R$ 87.430,52;;;;
18;427;08/04/2021;R$ 0;R$ 12.300,22;;;;
1;412;09/04/2021;R$ 5.330,23;R$ 336.881,20;;;;
1;425;09/04/2021;R$ 1.438,07;R$ 56.352,62;;;;
2;420;09/04/2021;R$ 1.445,08;R$ 156.086,28;;;;
2;440;09/04/2021;R$ 1.214,54;R$ 12.318,46;;;;
3;440;09/04/2021;R$ 3.206,77;R$ 20.239,32;;;;
3;445;09/04/2021;R$ 411,09;R$ 30.639,30;;;;
4;423;09/04/2021;R$ 1.566;R$ 117.217,30;;;;
4;424;09/04/2021;R$ 2.335,98;R$ 107.338,72;;;;
4;427;09/04/2021;R$ 166,89;R$ 18.789,12;;;;
4;436;09/04/2021;R$ 24.726,90;R$ 481.164,41;;;;
7;431;09/04/2021;R$ 2.529,31;R$ 95.600,32;;;;
7;442;09/04/2021;R$ 0;R$ 15,10;;;;
7;443;09/04/2021;R$ 1.881,92;R$ 61.809,45;;;;
7;445;09/04/2021;R$ 402,60;R$ 24.868,18;;;;
8;416;09/04/2021;R$ 7.263,47;R$ 116.182,28;;;;
8;434;09/04/2021;R$ 2.841,17;R$ 9.438,06;;;;
8;443;09/04/2021;R$ 2.819,51;R$ 70.790,72;;;;
9;411;09/04/2021;R$ 21.509,99;R$ 349.948,93;;;;
9;415;09/04/2021;R$ 2.023,13;R$ 102.908,73;;;;
9;424;09/04/2021;R$ 4.144,94;R$ 105.995,98;;;;
9;433;09/04/2021;R$ 20.618,19;R$ 126.507,32;;;;
9;444;09/04/2021;R$ 178,43;R$ 3.974,33;;;;
10;411;09/04/2021;R$ 24.632,61;R$ 320.609,62;;;;
10;426;09/04/2021;R$ 1.886,28;R$ 31.549,62;;;;
10;436;09/04/2021;R$ 29.069,49;R$ 530.667,12;;;;
10;440;09/04/2021;R$ 1.757,52;R$ 13.472,44;;;;
11;416;09/04/2021;R$ 4.817,45;R$ 107.698,24;;;;
11;422;09/04/2021;R$ 147,09;R$ 9.310,21;;;;
11;425;09/04/2021;R$ 1.109,30;R$ 60.157,28;;;;
11;431;09/04/2021;R$ 2.847,05;R$ 119.397,71;;;;
11;433;09/04/2021;R$ 17.726,20;R$ 118.780,82;;;;
11;445;09/04/2021;R$ 231,80;R$ 24.823,41;;;;
12;416;09/04/2021;R$ 2.490,25;R$ 115.859,82;;;;
12;433;09/04/2021;R$ 9.840,72;R$ 109.154,09;;;;
12;436;09/04/2021;R$ 17.704,95;R$ 385.143,91;;;;
14;412;09/04/2021;R$ 2.990,69;R$ 314.870,51;;;;
14;433;09/04/2021;R$ 15.607,84;R$ 118.132,47;;;;
15;421;09/04/2021;R$ 9.030,41;R$ 575.667,48;;;;
15;424;09/04/2021;R$ 4.782,64;R$ 109.943,03;;;;
15;425;09/04/2021;R$ 2.419,81;R$ 52.812,38;;;;
15;435;09/04/2021;R$ 33.728,48;R$ 191.734,59;;;;
15;444;09/04/2021;R$ 360,16;R$ 3.016,58;;;;
16;416;09/04/2021;R$ 5.431,21;R$ 123.065,01;;;;
16;417;09/04/2021;R$ 0;R$ 12.219,06;;;;
16;431;09/04/2021;R$ 3.343,38;R$ 104.538,77;;;;
16;433;09/04/2021;R$ 19.985,31;R$ 156.204,52;;;;
16;443;09/04/2021;R$ 1.647,58;R$ 63.633,04;;;;
17;417;09/04/2021;R$ 0;R$ 1.199,52;;;;
17;420;09/04/2021;R$ 2.678,19;R$ 123.595,68;;;;
17;424;09/04/2021;R$ 2.848,54;R$ 103.376,84;;;;
17;432;09/04/2021;R$ 239,14;R$ 2.193,16;;;;
17;445;09/04/2021;R$ 152,08;R$ 16.967,57;;;;
18;413;09/04/2021;R$ 9.278,37;R$ 261.377,13;;;;
18;424;09/04/2021;R$ 2.770,81;R$ 67.667,63;;;;
18;435;09/04/2021;R$ 26.178,10;R$ 159.446,45;;;;
18;442;09/04/2021;R$ 0;R$ 0,00;;;;
1;426;10/04/2021;R$ 2.575,40;R$ 31.149,85;;;;
1;430;10/04/2021;R$ 0;R$ 109,08;;;;
2;412;10/04/2021;R$ 4.991,01;R$ 309.925,81;;;;
2;416;10/04/2021;R$ 5.866,51;R$ 95.440,32;;;;
2;421;10/04/2021;R$ 6.179,50;R$ 466.610,91;;;;
2;423;10/04/2021;R$ 2.839,65;R$ 139.519,60;;;;
2;441;10/04/2021;R$ 313,84;R$ 22.350,64;;;;
3;421;10/04/2021;R$ 13.194,87;R$ 575.709,62;;;;
3;433;10/04/2021;R$ 37.922,17;R$ 156.198,26;;;;
4;415;10/04/2021;R$ 1.566,56;R$ 101.396,29;;;;
4;424;10/04/2021;R$ 3.061,75;R$ 105.052,61;;;;
4;432;10/04/2021;R$ 198,26;R$ 1.739,13;;;;
4;442;10/04/2021;R$ 0;R$ 450,00;;;;
6;422;10/04/2021;R$ 0;R$ 0,00;;;;
7;411;10/04/2021;R$ 43.520,90;R$ 283.516,99;;;;
7;426;10/04/2021;R$ 2.025,25;R$ 27.945,37;;;;
7;442;10/04/2021;R$ 0;R$ 15,10;;;;
8;417;10/04/2021;R$ 0;R$ 0,00;;;;
8;420;10/04/2021;R$ 3.805,06;R$ 162.769,46;;;;
8;430;10/04/2021;R$ 0;R$ 0,00;;;;
8;432;10/04/2021;R$ 34,20;R$ 114,03;;;;
8;441;10/04/2021;R$ 237,89;R$ 22.550,89;;;;
9;427;10/04/2021;R$ 537,11;R$ 18.369,48;;;;
9;428;10/04/2021;R$ 6.969,99;R$ 40.751,75;;;;
10;435;10/04/2021;R$ 54.305,12;R$ 143.552,66;;;;
10;445;10/04/2021;R$ 494,51;R$ 23.794,09;;;;
11;420;10/04/2021;R$ 3.620,02;R$ 140.816,96;;;;
11;423;10/04/2021;R$ 3.444,21;R$ 137.235,05;;;;
11;427;10/04/2021;R$ 372,28;R$ 14.878,61;;;;
11;436;10/04/2021;R$ 36.865,32;R$ 519.815,98;;;;
12;422;10/04/2021;R$ 579,28;R$ 7.134,37;;;;
12;440;10/04/2021;R$ 1.301,04;R$ 12.927,55;;;;
12;441;10/04/2021;R$ 269,19;R$ 17.728,49;;;;
12;444;10/04/2021;R$ 749,83;R$ 2.943,98;;;;
14;415;10/04/2021;R$ 3.094,61;R$ 97.258,94;;;;
14;422;10/04/2021;R$ 181,40;R$ 7.544,84;;;;
14;435;10/04/2021;R$ 59.378,20;R$ 144.506,26;;;;
15;412;10/04/2021;R$ 6.968,11;R$ 352.257,08;;;;
15;424;10/04/2021;R$ 6.150,69;R$ 109.295,31;;;;
15;430;10/04/2021;R$ 0,64;R$ 0,00;;;;
15;435;10/04/2021;R$ 53.373,15;R$ 144.097,98;;;;
16;424;10/04/2021;R$ 4.200,04;R$ 106.406,79;;;;
16;428;10/04/2021;R$ 4.352,66;R$ 30.127,51;;;;
16;442;10/04/2021;R$ 0;R$ 0,00;;;;
16;443;10/04/2021;R$ 1.983,33;R$ 62.444,76;;;;
17;424;10/04/2021;R$ 4.066,33;R$ 100.588,96;;;;
17;432;10/04/2021;R$ 240,58;R$ 2.088,66;;;;
18;424;10/04/2021;R$ 3.267,88;R$ 70.514,59;;;;
18;425;10/04/2021;R$ 1.141,62;R$ 44.838,23;;;;
18;428;10/04/2021;R$ 4.843,79;R$ 26.219,16;;;;
18;434;10/04/2021;R$ 2.412,97;R$ 10.727,86;;;;
18;442;10/04/2021;R$ 0;R$ 0,00;;;;
1;420;11/04/2021;R$ 0;R$ 169.978,53;;;;
2;442;11/04/2021;R$ 0;R$ 0,00;;;;
3;433;11/04/2021;R$ 0;R$ 154.212,68;;;;
3;441;11/04/2021;R$ 0;R$ 32.023,23;;;;
3;444;11/04/2021;R$ 0;R$ 3.244,11;;;;
4;412;11/04/2021;R$ 0;R$ 304.990,01;;;;
4;431;11/04/2021;R$ 0;R$ 105.239,99;;;;
6;421;11/04/2021;R$ 0;R$ 512.859,18;;;;
6;423;11/04/2021;R$ 0;R$ 938,46;;;;
7;421;11/04/2021;R$ 0;R$ 475.644,66;;;;
7;426;11/04/2021;R$ 0;R$ 28.590,48;;;;
7;435;11/04/2021;R$ 0;R$ 173.229,23;;;;
8;434;11/04/2021;R$ 65,34;R$ 8.919,62;;;;
8;443;11/04/2021;R$ 137,39;R$ 65.998,13;;;;
9;436;11/04/2021;R$ 0;R$ 434.962,02;;;;
10;441;11/04/2021;R$ 0;R$ 23.109,43;;;;
11;412;11/04/2021;R$ 0;R$ 319.742,16;;;;
11;422;11/04/2021;R$ 0;R$ 9.345,82;;;;
11;423;11/04/2021;R$ 0;R$ 138.370,67;;;;
11;436;11/04/2021;R$ 0;R$ 525.485,87;;;;
11;441;11/04/2021;R$ 0;R$ 27.905,50;;;;
11;444;11/04/2021;R$ 0;R$ 3.450,61;;;;
12;421;11/04/2021;R$ 0;R$ 451.316,10;;;;
12;422;11/04/2021;R$ 28,77;R$ 7.105,60;;;;
12;436;11/04/2021;R$ 128,57;R$ 367.028,77;;;;
12;441;11/04/2021;R$ 7,02;R$ 17.721,47;;;;
14;412;11/04/2021;R$ 0;R$ 308.451,94;;;;
14;416;11/04/2021;R$ 0;R$ 102.972,54;;;;
14;417;11/04/2021;R$ 0;R$ 2.262,96;;;;
15;411;11/04/2021;R$ 0;R$ 251.383,66;;;;
15;414;11/04/2021;R$ 0;R$ 140.507,03;;;;
15;435;11/04/2021;R$ 0;R$ 143.906,74;;;;
16;422;11/04/2021;R$ 0;R$ 9.771,77;;;;
16;427;11/04/2021;R$ 0;R$ 17.105,97;;;;
16;428;11/04/2021;R$ 95,85;R$ 30.117,26;;;;
16;436;11/04/2021;R$ 3.914,37;R$ 453.170,23;;;;
17;412;11/04/2021;R$ 21,52;R$ 316.538,96;;;;
17;431;11/04/2021;R$ 0;R$ 98.375,84;;;;
18;417;11/04/2021;R$ 0;R$ 0,00;;;;
18;422;11/04/2021;R$ 0;R$ 8.866,49;;;;
18;443;11/04/2021;R$ 0;R$ 55.675,38;;;;
1;415;12/04/2021;R$ 2.666,99;R$ 108.985,67;;;;
1;417;12/04/2021;R$ 0;R$ 0,00;;;;
1;431;12/04/2021;R$ 2.021,49;R$ 120.874,37;;;;
1;441;12/04/2021;R$ 99,55;R$ 21.500,90;;;;
2;415;12/04/2021;R$ 2.515,49;R$ 99.834,16;;;;
2;416;12/04/2021;R$ 6.436,76;R$ 89.300,43;;;;
2;441;12/04/2021;R$ 282,84;R$ 22.055,84;;;;
2;443;12/04/2021;R$ 2.044,79;R$ 62.438,62;;;;
2;445;12/04/2021;R$ 710,95;R$ 23.464,09;;;;
3;414;12/04/2021;R$ 7.986,75;R$ 188.833,27;;;;
3;424;12/04/2021;R$ 3.306,55;R$ 108.387,93;;;;
3;436;12/04/2021;R$ 38.520,84;R$ 555.777,49;;;;
4;421;12/04/2021;R$ 1.331,71;R$ 429.091,88;;;;
4;432;12/04/2021;R$ 255,79;R$ 1.622,75;;;;
4;441;12/04/2021;R$ 140,34;R$ 28.146,38;;;;
4;445;12/04/2021;R$ 439,35;R$ 23.054,61;;;;
6;423;12/04/2021;R$ 12,81;R$ 969,06;;;;
7;414;12/04/2021;R$ 5.246,22;R$ 133.568,56;;;;
7;445;12/04/2021;R$ 436,44;R$ 24.677,26;;;;
8;427;12/04/2021;R$ 234,02;R$ 15.175,39;;;;
8;441;12/04/2021;R$ 208,11;R$ 22.343,77;;;;
9;411;12/04/2021;R$ 11.633,19;R$ 346.803,95;;;;
9;416;12/04/2021;R$ 5.884,14;R$ 130.611,74;;;;
10;424;12/04/2021;R$ 2.674,17;R$ 126.116,58;;;;
10;426;12/04/2021;R$ 1.300,78;R$ 36.445,38;;;;
11;411;12/04/2021;R$ 9.945,85;R$ 340.499,23;;;;
11;426;12/04/2021;R$ 1.058,02;R$ 35.676,57;;;;
11;443;12/04/2021;R$ 1.247,64;R$ 68.406,86;;;;
12;422;12/04/2021;R$ 33,77;R$ 8.517,30;;;;
12;441;12/04/2021;R$ 158,09;R$ 17.567,18;;;;
12;442;12/04/2021;R$ 0;R$ 0,00;;;;
14;411;12/04/2021;R$ 10.711,90;R$ 294.547,96;;;;
14;412;12/04/2021;R$ 3.384,74;R$ 312.744,02;;;;
14;414;12/04/2021;R$ 4.601,96;R$ 133.651,89;;;;
14;441;12/04/2021;R$ 165,44;R$ 27.859,69;;;;
15;411;12/04/2021;R$ 11.407,67;R$ 258.669,29;;;;
15;413;12/04/2021;R$ 11.674,64;R$ 382.146,56;;;;
15;434;12/04/2021;R$ 1.854,38;R$ 7.115,07;;;;
16;411;12/04/2021;R$ 9.563,42;R$ 314.298,41;;;;
16;415;12/04/2021;R$ 2.765,85;R$ 95.486,10;;;;
16;428;12/04/2021;R$ 3.499,75;R$ 25.330,96;;;;
17;414;12/04/2021;R$ 4.938,26;R$ 120.222,33;;;;
17;436;12/04/2021;R$ 22.472,59;R$ 417.632,67;;;;
17;445;12/04/2021;R$ 249,41;R$ 16.581,79;;;;
18;415;12/04/2021;R$ 1.667,94;R$ 84.363,21;;;;
18;417;12/04/2021;R$ 0;R$ 0,00;;;;
18;420;12/04/2021;R$ 316,75;R$ 94.081,89;;;;
18;432;12/04/2021;R$ 56,09;R$ 213,36;;;;
18;441;12/04/2021;R$ 181,60;R$ 15.884,25;;;;
2;428;13/04/2021;R$ 3.930,85;R$ 56.553,51;;;;
3;412;13/04/2021;R$ 5.445,30;R$ 326.651,27;;;;
3;431;13/04/2021;R$ 3.366,35;R$ 92.664,39;;;;
3;434;13/04/2021;R$ 4.147,96;R$ 18.038,09;;;;
3;440;13/04/2021;R$ 2.313,55;R$ 19.131,21;;;;
4;416;13/04/2021;R$ 3.381,62;R$ 93.888,56;;;;
4;432;13/04/2021;R$ 215,01;R$ 1.676,35;;;;
4;436;13/04/2021;R$ 17.516,33;R$ 475.481,02;;;;
4;440;13/04/2021;R$ 940,18;R$ 11.180,74;;;;
4;443;13/04/2021;R$ 1.162,17;R$ 60.766,26;;;;
7;413;13/04/2021;R$ 9.033,75;R$ 378.866,06;;;;
7;416;13/04/2021;R$ 4.910,98;R$ 96.111,29;;;;
7;443;13/04/2021;R$ 1.391,96;R$ 60.270,94;;;;
7;444;13/04/2021;R$ 63,22;R$ 3.386,37;;;;
7;445;13/04/2021;R$ 346,52;R$ 25.440,73;;;;
8;440;13/04/2021;R$ 1.398,76;R$ 18.561,61;;;;
8;441;13/04/2021;R$ 284,96;R$ 22.058,38;;;;
8;443;13/04/2021;R$ 2.622,94;R$ 63.847,20;;;;
9;420;13/04/2021;R$ 1.275,35;R$ 147.580,85;;;;
9;422;13/04/2021;R$ 60,62;R$ 6.856,51;;;;
9;432;13/04/2021;R$ 10,49;R$ 848,63;;;;
9;433;13/04/2021;R$ 20.459,08;R$ 116.036,15;;;;
9;442;13/04/2021;R$ 0;R$ 0,00;;;;
10;427;13/04/2021;R$ 130;R$ 11.575,43;;;;
10;430;13/04/2021;R$ 0;R$ 0,00;;;;
10;441;13/04/2021;R$ 385,55;R$ 22.464,81;;;;
11;427;13/04/2021;R$ 55,34;R$ 14.661,65;;;;
11;434;13/04/2021;R$ 1.788,05;R$ 8.737,57;;;;
11;440;13/04/2021;R$ 1.075,75;R$ 17.631,20;;;;
11;443;13/04/2021;R$ 1.296,67;R$ 67.117,78;;;;
12;425;13/04/2021;R$ 1.027,15;R$ 43.250,98;;;;
12;427;13/04/2021;R$ 148,01;R$ 10.897,88;;;;
14;414;13/04/2021;R$ 4.617,71;R$ 133.240,79;;;;
14;415;13/04/2021;R$ 1.728,71;R$ 100.902,57;;;;
14;423;13/04/2021;R$ 2.013,90;R$ 112.048,45;;;;
14;427;13/04/2021;R$ 180,74;R$ 10.529,06;;;;
14;435;13/04/2021;R$ 10.681,23;R$ 134.316,46;;;;
14;436;13/04/2021;R$ 17.757,27;R$ 443.140,43;;;;
15;420;13/04/2021;R$ 2.718;R$ 199.788,52;;;;
15;423;13/04/2021;R$ 2.478,40;R$ 150.305,42;;;;
15;424;13/04/2021;R$ 3.586,64;R$ 109.837,83;;;;
15;426;13/04/2021;R$ 1.144,94;R$ 46.870,77;;;;
15;430;13/04/2021;R$ 0;R$ 0,00;;;;
16;416;13/04/2021;R$ 5.267,33;R$ 118.710,65;;;;
16;417;13/04/2021;R$ 0;R$ 12.219,06;;;;
16;427;13/04/2021;R$ 95,40;R$ 16.924,21;;;;
16;433;13/04/2021;R$ 18.964,45;R$ 147.918,63;;;;
16;434;13/04/2021;R$ 2.138,90;R$ 9.924,85;;;;
17;423;13/04/2021;R$ 1.504,37;R$ 128.286,85;;;;
17;424;13/04/2021;R$ 2.508,97;R$ 101.219,14;;;;
17;426;13/04/2021;R$ 1.072,87;R$ 29.440,18;;;;
17;435;13/04/2021;R$ 12.320,77;R$ 154.020,90;;;;
18;423;13/04/2021;R$ 1.042,45;R$ 74.870,40;;;;
18;425;13/04/2021;R$ 544,39;R$ 44.550,72;;;;
1;413;14/04/2021;R$ 11.952,62;R$ 392.944,37;;;;
1;423;14/04/2021;R$ 1.699,02;R$ 150.040,72;;;;
2;430;14/04/2021;R$ 0;R$ 0,00;;;;
2;435;14/04/2021;R$ 12.159,53;R$ 184.667,45;;;;
2;441;14/04/2021;R$ 200,24;R$ 22.233,30;;;;
2;442;14/04/2021;R$ 0;R$ 0,00;;;;
2;444;14/04/2021;R$ 66,83;R$ 3.686,90;;;;
3;422;14/04/2021;R$ 110,30;R$ 9.429,55;;;;
3;423;14/04/2021;R$ 2.530,41;R$ 139.581,58;;;;
3;433;14/04/2021;R$ 27.574,39;R$ 171.353,57;;;;
3;435;14/04/2021;R$ 21.095,90;R$ 175.473,77;;;;
3;436;14/04/2021;R$ 35.177,99;R$ 572.704,58;;;;
3;443;14/04/2021;R$ 1.975,99;R$ 67.426,14;;;;
3;444;14/04/2021;R$ 73,07;R$ 4.673,33;;;;
4;417;14/04/2021;R$ 0;R$ 0,00;;;;
4;420;14/04/2021;R$ 775,63;R$ 104.040,93;;;;
4;428;14/04/2021;R$ 3.534,36;R$ 41.701,10;;;;
6;423;14/04/2021;R$ 0;R$ 969,06;;;;
7;412;14/04/2021;R$ 2.862,82;R$ 362.267,62;;;;
7;413;14/04/2021;R$ 9.596,19;R$ 374.279,96;;;;
7;417;14/04/2021;R$ 0;R$ 0,00;;;;
7;436;14/04/2021;R$ 21.345,23;R$ 505.892,24;;;;
7;442;14/04/2021;R$ 0;R$ 15,10;;;;
8;424;14/04/2021;R$ 4.232,25;R$ 91.320,03;;;;
8;433;14/04/2021;R$ 22.589,45;R$ 128.919,91;;;;
9;422;14/04/2021;R$ 57,51;R$ 8.203,02;;;;
9;444;14/04/2021;R$ 72,67;R$ 3.260,71;;;;
10;416;14/04/2021;R$ 3.961,64;R$ 99.658,23;;;;
10;420;14/04/2021;R$ 421,96;R$ 149.077,01;;;;
10;422;14/04/2021;R$ 68,78;R$ 7.844,34;;;;
11;413;14/04/2021;R$ 10.082,02;R$ 368.717,41;;;;
11;421;14/04/2021;R$ 3.595,48;R$ 479.565,44;;;;
11;422;14/04/2021;R$ 141,63;R$ 10.131,44;;;;
11;431;14/04/2021;R$ 1.820,56;R$ 111.212,66;;;;
11;443;14/04/2021;R$ 1.510,52;R$ 68.488,74;;;;
12;412;14/04/2021;R$ 1.853,42;R$ 293.659,83;;;;
12;416;14/04/2021;R$ 2.306,08;R$ 114.218,81;;;;
12;417;14/04/2021;R$ 0;R$ 0,00;;;;
12;421;14/04/2021;R$ 2.701,71;R$ 456.194,07;;;;
12;422;14/04/2021;R$ 114,92;R$ 9.533,50;;;;
12;424;14/04/2021;R$ 1.126,47;R$ 98.060,21;;;;
12;427;14/04/2021;R$ 102,33;R$ 10.766,98;;;;
12;432;14/04/2021;R$ 70,08;R$ 1.176,93;;;;
12;440;14/04/2021;R$ 519,53;R$ 14.894,14;;;;
12;442;14/04/2021;R$ 0;R$ 0,00;;;;
14;414;14/04/2021;R$ 4.471,98;R$ 133.112,46;;;;
14;416;14/04/2021;R$ 3.449,86;R$ 101.703,60;;;;
14;417;14/04/2021;R$ 0;R$ 2.262,96;;;;
14;421;14/04/2021;R$ 3.963,64;R$ 505.069,66;;;;
14;424;14/04/2021;R$ 3.142,90;R$ 114.333,84;;;;
14;427;14/04/2021;R$ 194,56;R$ 10.998,66;;;;
16;420;14/04/2021;R$ 1.190,97;R$ 135.218,64;;;;
16;426;14/04/2021;R$ 1.108,06;R$ 31.502,19;;;;
16;441;14/04/2021;R$ 223,40;R$ 23.010,09;;;;
17;441;14/04/2021;R$ 304,40;R$ 16.727,08;;;;
17;444;14/04/2021;R$ 35,70;R$ 2.616,66;;;;
17;445;14/04/2021;R$ 269,21;R$ 16.101,18;;;;
18;413;14/04/2021;R$ 7.174,83;R$ 263.710,40;;;;
18;421;14/04/2021;R$ 2.113,06;R$ 309.474,06;;;;
18;426;14/04/2021;R$ 882,65;R$ 18.213,32;;;;
18;427;14/04/2021;R$ 87,40;R$ 11.512,28;;;;
18;434;14/04/2021;R$ 1.541,06;R$ 9.789,33;;;;
1;411;15/04/2021;R$ 16.047,30;R$ 311.983,54;;R$ 1.358.910.439,70;R$ 52.479.261,11;R$ 776,83
1;422;15/04/2021;R$ 235,25;R$ 8.382,15;;;;
1;431;15/04/2021;R$ 2.761,60;R$ 116.162,32;;;;
1;443;15/04/2021;R$ 2.239,62;R$ 63.874,69;;;;
2;411;15/04/2021;R$ 13.443,55;R$ 312.137,94;;;;
2;423;15/04/2021;R$ 2.184,32;R$ 133.581,78;;;;
2;425;15/04/2021;R$ 879,28;R$ 45.041,26;;;;
2;435;15/04/2021;R$ 11.986,74;R$ 208.484,61;;;;
2;436;15/04/2021;R$ 21.794,11;R$ 434.147,71;;;;
3;412;15/04/2021;R$ 5.376,98;R$ 358.249,69;;;;
3;443;15/04/2021;R$ 2.084,57;R$ 65.277,25;;;;
4;420;15/04/2021;R$ 681,28;R$ 107.849,94;;;;
4;427;15/04/2021;R$ 83,02;R$ 18.392,02;;;;
4;435;15/04/2021;R$ 12.651,18;R$ 148.548,32;;;;
7;425;15/04/2021;R$ 1.026,12;R$ 55.378,28;;;;
7;428;15/04/2021;R$ 2.955,81;R$ 66.917,14;;;;
8;417;15/04/2021;R$ 0;R$ 0,00;;;;
8;426;15/04/2021;R$ 1.269,99;R$ 31.881,97;;;;
8;430;15/04/2021;R$ 0;R$ 0,00;;;;
8;433;15/04/2021;R$ 21.570,22;R$ 131.223,85;;;;
9;413;15/04/2021;R$ 12.501,36;R$ 412.282,98;;;;
10;417;15/04/2021;R$ 0;R$ 0,00;;;;
10;427;15/04/2021;R$ 203,24;R$ 11.124,77;;;;
10;441;15/04/2021;R$ 130,96;R$ 22.241,29;;;;
10;442;15/04/2021;R$ 0;R$ 49,50;;;;
11;411;15/04/2021;R$ 13.630,92;R$ 353.609,98;;;;
11;413;15/04/2021;R$ 12.063,75;R$ 373.458,02;;;;
11;427;15/04/2021;R$ 184,93;R$ 14.366,85;;;;
11;428;15/04/2021;R$ 2.973,99;R$ 30.300,22;;;;
11;432;15/04/2021;R$ 264,33;R$ 304,52;;;;
11;435;15/04/2021;R$ 14.261,34;R$ 195.895,02;;;;
12;416;15/04/2021;R$ 2.380,69;R$ 109.059,98;;;;
12;432;15/04/2021;R$ 84,13;R$ 1.164,03;;;;
14;416;15/04/2021;R$ 3.273,74;R$ 98.427,90;;;;
14;423;15/04/2021;R$ 2.744,58;R$ 112.161,97;;;;
15;415;15/04/2021;R$ 2.632,49;R$ 103.591,23;;;;
15;421;15/04/2021;R$ 6.738,43;R$ 573.944,89;;;;
15;424;15/04/2021;R$ 3.732,14;R$ 108.474,16;;;;
15;434;15/04/2021;R$ 2.036,51;R$ 7.850,05;;;;
15;436;15/04/2021;R$ 24.568,87;R$ 477.947,81;;;;
15;443;15/04/2021;R$ 1.550,67;R$ 61.150,84;;;;
16;411;15/04/2021;R$ 14.245,66;R$ 346.286,62;;;;
16;415;15/04/2021;R$ 2.341,43;R$ 97.369,94;;;;
16;426;15/04/2021;R$ 1.312,62;R$ 35.403,46;;;;
16;445;15/04/2021;R$ 386,89;R$ 22.427,39;;;;
17;423;15/04/2021;R$ 2.179,60;R$ 134.379,16;;;;
17;426;15/04/2021;R$ 1.196,84;R$ 26.718,46;;;;
17;427;15/04/2021;R$ 209,72;R$ 12.998,67;;;;
17;431;15/04/2021;R$ 2.271,70;R$ 99.359,44;;;;
17;441;15/04/2021;R$ 166,91;R$ 16.564,94;;;;
17;445;15/04/2021;R$ 225,54;R$ 15.875,59;;;;
18;425;15/04/2021;R$ 511,45;R$ 43.627,02;;;;
18;443;15/04/2021;R$ 966,98;R$ 54.503,70;;;;
1;412;16/04/2021;R$ 4.995,69;R$ 357.708,49;;;;
1;413;16/04/2021;R$ 17.995,28;R$ 408.694,41;;;;
1;414;16/04/2021;R$ 7.108,49;R$ 148.516,61;;;;
1;428;16/04/2021;R$ 4.185,27;R$ 22.165,06;;;;
1;433;16/04/2021;R$ 22.676,18;R$ 179.539,80;;;;
2;414;16/04/2021;R$ 6.476,57;R$ 130.709,40;;;;
2;417;16/04/2021;R$ 0;R$ 0,00;;;;
2;421;16/04/2021;R$ 6.906,77;R$ 467.019,83;;;;
2;424;16/04/2021;R$ 3.918,12;R$ 114.949,13;;;;
2;431;16/04/2021;R$ 2.581,26;R$ 102.559,77;;;;
3;413;16/04/2021;R$ 23.553,91;R$ 497.361,18;;;;
6;411;16/04/2021;R$ 0;R$ 763,03;;;;
7;422;16/04/2021;R$ 220,04;R$ 8.722,40;;;;
7;432;16/04/2021;R$ 427,68;R$ 3.807,50;;;;
7;436;16/04/2021;R$ 31.335,04;R$ 533.663,70;;;;
8;420;16/04/2021;R$ 4.470,06;R$ 157.476,65;;;;
9;445;16/04/2021;R$ 431,84;R$ 22.570,55;;;;
10;411;16/04/2021;R$ 22.430,59;R$ 318.723,83;;;;
10;417;16/04/2021;R$ 0;R$ 0,00;;;;
10;434;16/04/2021;R$ 1.945,56;R$ 6.342,82;;;;
10;436;16/04/2021;R$ 26.043,17;R$ 542.873,42;;;;
10;443;16/04/2021;R$ 1.606,90;R$ 68.692,35;;;;
11;413;16/04/2021;R$ 15.486,51;R$ 357.112,13;;;;
11;415;16/04/2021;R$ 2.530,84;R$ 116.326,82;;;;
11;424;16/04/2021;R$ 3.214,15;R$ 108.124,55;;;;
11;433;16/04/2021;R$ 17.397,97;R$ 111.973,28;;;;
11;435;16/04/2021;R$ 20.351,11;R$ 195.729,01;;;;
12;415;16/04/2021;R$ 1.461,43;R$ 88.283,88;;;;
12;420;16/04/2021;R$ 2.484;R$ 132.500,26;;;;
12;424;16/04/2021;R$ 1.999,03;R$ 97.598,71;;;;
12;426;16/04/2021;R$ 853,72;R$ 24.208,78;;;;
12;427;16/04/2021;R$ 164,04;R$ 10.575,24;;;;
12;435;16/04/2021;R$ 13.526,52;R$ 151.687,64;;;;
12;440;16/04/2021;R$ 846,62;R$ 14.443,68;;;;
12;443;16/04/2021;R$ 870,41;R$ 54.984,58;;;;
14;412;16/04/2021;R$ 3.069,04;R$ 323.595,03;;;;
14;414;16/04/2021;R$ 5.023,39;R$ 134.623,96;;;;
