FILIAL;SECAO;DATA;TOTAL
15;422;15/04/2021;R$342,76;
15;424;15/04/2021;R$6231,38;
15;436;15/04/2021;R$38983,19;
16;426;15/04/2021;R$2102,2;
16;445;15/04/2021;R$692,72;
17;423;15/04/2021;R$3464,04;
17;430;15/04/2021;R$0;
17;436;15/04/2021;R$31931,12;
17;444;15/04/2021;R$91,34;
18;412;15/04/2021;R$3255,02;
18;433;15/04/2021;R$19627,97;
18;440;15/04/2021;R$2380,19;
1;413;16/04/2021;R$27102,21;
1;430;16/04/2021;R$0;
1;433;16/04/2021;R$37095,27;
1;441;16/04/2021;R$603,13;
1;443;16/04/2021;R$4568,62;
2;413;16/04/2021;R$19219,19;
2;415;16/04/2021;R$4788,76;
2;420;16/04/2021;R$4309,17;
2;430;16/04/2021;R$0;
2;435;16/04/2021;R$25562,34;
3;413;16/04/2021;R$35419,09;
3;414;16/04/2021;R$16194,03;
4;434;16/04/2021;R$11192,46;
4;441;16/04/2021;R$434,52;
4;445;16/04/2021;R$753,84;
7;412;16/04/2021;R$5770,25;
7;427;16/04/2021;R$304,46;
7;443;16/04/2021;R$3485,28;
8;413;16/04/2021;R$27515,68;
8;417;16/04/2021;R$0;
8;422;16/04/2021;R$326,53;
8;445;16/04/2021;R$1150,84;
9;413;16/04/2021;R$21977,9;
9;423;16/04/2021;R$3641,17;
9;425;16/04/2021;R$2864,86;
9;431;16/04/2021;R$5587;
9;434;16/04/2021;R$9907,53;
9;435;16/04/2021;R$24542,11;
10;411;16/04/2021;R$28610,02;
10;415;16/04/2021;R$3348,46;
10;416;16/04/2021;R$7599,81;
10;422;16/04/2021;R$396,81;
10;423;16/04/2021;R$4536,99;
10;442;16/04/2021;R$0;
11;412;16/04/2021;R$6192,82;
11;415;16/04/2021;R$4507;
11;423;16/04/2021;R$4682,01;
11;426;16/04/2021;R$3030,01;
11;428;16/04/2021;R$8471,2;
11;443;16/04/2021;R$3656,94;
11;444;16/04/2021;R$398,88;
12;424;16/04/2021;R$3511,01;
14;412;16/04/2021;R$4387,49;
14;417;16/04/2021;R$0;
14;420;16/04/2021;R$3543,47;
14;421;16/04/2021;R$20474,56;
14;424;16/04/2021;R$5349,16;
14;425;16/04/2021;R$2546,47;
14;426;16/04/2021;R$2914,22;
14;432;16/04/2021;R$409,91;
15;414;16/04/2021;R$10702,58;
15;426;16/04/2021;R$2853,57;
16;440;16/04/2021;R$4301,48;
16;443;16/04/2021;R$3521,08;
17;417;16/04/2021;R$0;
17;426;16/04/2021;R$2406,52;
17;428;16/04/2021;R$9995,99;
17;436;16/04/2021;R$33940,56;
18;420;16/04/2021;R$2885,11;
1;421;17/04/2021;R$27376,87;
2;415;17/04/2021;R$4394;
2;427;17/04/2021;R$524,96;
2;430;17/04/2021;R$0;
2;436;17/04/2021;R$46620,74;
3;412;17/04/2021;R$12028,28;
3;417;17/04/2021;R$0;
3;420;17/04/2021;R$9800,15;
3;422;17/04/2021;R$347,04;
3;431;17/04/2021;R$11822,59;
3;444;17/04/2021;R$1866,73;
4;432;17/04/2021;R$401,36;
4;441;17/04/2021;R$497,93;
6;424;17/04/2021;R$0;
7;423;17/04/2021;R$4970,34;
7;426;17/04/2021;R$2468,99;
7;435;17/04/2021;R$65901,08;
7;441;17/04/2021;R$729,83;
8;413;17/04/2021;R$34867,4;
8;420;17/04/2021;R$5148,71;
8;423;17/04/2021;R$6775,19;
8;426;17/04/2021;R$3968,32;
9;416;17/04/2021;R$8622,01;
9;421;17/04/2021;R$30522,78;
9;425;17/04/2021;R$2940,16;
9;435;17/04/2021;R$35111,2;
10;411;17/04/2021;R$41974,27;
10;425;17/04/2021;R$3451,08;
11;411;17/04/2021;R$34938,92;
11;423;17/04/2021;R$6514,32;
12;416;17/04/2021;R$4216,99;
12;428;17/04/2021;R$7196,4;
12;432;17/04/2021;R$276,25;
14;414;17/04/2021;R$15459;
14;417;17/04/2021;R$0;
14;422;17/04/2021;R$586,07;
14;426;17/04/2021;R$4401,51;
14;431;17/04/2021;R$7325,06;
14;436;17/04/2021;R$65957,32;
14;443;17/04/2021;R$4455,32;
14;444;17/04/2021;R$1724,77;
15;413;17/04/2021;R$35264,5;
15;414;17/04/2021;R$15012,48;
15;423;17/04/2021;R$9105,77;
15;430;17/04/2021;R$0;
16;411;17/04/2021;R$36636,67;
16;412;17/04/2021;R$7734,64;
16;421;17/04/2021;R$33283,85;
16;423;17/04/2021;R$6096,02;
16;428;17/04/2021;R$14016,02;
17;411;17/04/2021;R$33018,37;
17;416;17/04/2021;R$9435,5;
17;421;17/04/2021;R$29433,86;
17;422;17/04/2021;R$262,45;
17;426;17/04/2021;R$3882,88;
17;427;17/04/2021;R$772,68;
17;428;17/04/2021;R$9954,43;
17;431;17/04/2021;R$6190,48;
17;441;17/04/2021;R$990,13;
17;443;17/04/2021;R$4182,36;
18;421;17/04/2021;R$22459,09;
18;425;17/04/2021;R$2365,8;
1;414;18/04/2021;R$0;
1;422;18/04/2021;R$0;
1;432;18/04/2021;R$0;
1;434;18/04/2021;R$0;
1;440;18/04/2021;R$0;
1;442;18/04/2021;R$0;
1;443;18/04/2021;R$0;
2;414;18/04/2021;R$0;
2;423;18/04/2021;R$0;
2;432;18/04/2021;R$0;
3;412;18/04/2021;R$0;
3;417;18/04/2021;R$0;
3;425;18/04/2021;R$0;
3;442;18/04/2021;R$0;
4;414;18/04/2021;R$0;
4;422;18/04/2021;R$0;
4;423;18/04/2021;R$0;
4;425;18/04/2021;R$0;
7;432;18/04/2021;R$0;
8;412;18/04/2021;R$352,15;
8;424;18/04/2021;R$240,08;
8;436;18/04/2021;R$4103,96;
8;445;18/04/2021;R$5,35;
9;420;18/04/2021;R$0;
9;424;18/04/2021;R$0;
9;425;18/04/2021;R$0;
9;426;18/04/2021;R$0;
9;436;18/04/2021;R$0;
10;415;18/04/2021;R$0;
10;434;18/04/2021;R$0;
10;444;18/04/2021;R$0;
11;414;18/04/2021;R$0;
11;422;18/04/2021;R$0;
11;431;18/04/2021;R$0;
11;440;18/04/2021;R$0;
11;443;18/04/2021;R$0;
12;412;18/04/2021;R$3225,34;
12;420;18/04/2021;R$2273,86;
12;423;18/04/2021;R$1996,9;
12;432;18/04/2021;R$57,72;
12;440;18/04/2021;R$1262,54;
12;444;18/04/2021;R$956,17;
14;416;18/04/2021;R$0;
14;417;18/04/2021;R$0;
14;420;18/04/2021;R$0;
14;427;18/04/2021;R$0;
14;440;18/04/2021;R$0;
14;444;18/04/2021;R$0;
15;422;18/04/2021;R$0;
15;425;18/04/2021;R$0;
15;433;18/04/2021;R$0;
15;434;18/04/2021;R$0;
15;435;18/04/2021;R$0;
15;440;18/04/2021;R$0;
16;422;18/04/2021;R$0;
16;428;18/04/2021;R$236,86;
16;440;18/04/2021;R$101,67;
17;412;18/04/2021;R$0;
17;423;18/04/2021;R$0;
17;434;18/04/2021;R$71,8;
17;443;18/04/2021;R$0;
18;416;18/04/2021;R$0;
18;440;18/04/2021;R$0;
1;412;19/04/2021;R$8951,76;
1;413;19/04/2021;R$22221,56;
1;415;19/04/2021;R$4678,77;
2;413;19/04/2021;R$18243,7;
2;416;19/04/2021;R$9826,69;
2;423;19/04/2021;R$2807,79;
2;425;19/04/2021;R$1300,15;
3;415;19/04/2021;R$7145,09;
3;427;19/04/2021;R$339,38;
3;428;19/04/2021;R$12804,99;
3;434;19/04/2021;R$15827,15;
3;441;19/04/2021;R$561,66;
3;445;19/04/2021;R$1302,36;
4;414;19/04/2021;R$6921,78;
4;431;19/04/2021;R$2437;
6;411;19/04/2021;R$0;
6;424;19/04/2021;R$67,84;
7;420;19/04/2021;R$1242,75;
7;426;19/04/2021;R$1232,41;
7;428;19/04/2021;R$5539,71;
7;440;19/04/2021;R$2147,42;
8;440;19/04/2021;R$2893,23;
9;414;19/04/2021;R$10910,8;
9;425;19/04/2021;R$2088,67;
9;428;19/04/2021;R$9762,21;
9;431;19/04/2021;R$3305,31;
9;444;19/04/2021;R$57,96;
10;428;19/04/2021;R$8777,4;
11;412;19/04/2021;R$7585,68;
11;425;19/04/2021;R$1217,23;
11;428;19/04/2021;R$8293,83;
11;435;19/04/2021;R$20191,43;
11;436;19/04/2021;R$37656,56;
12;411;19/04/2021;R$5103,18;
12;413;19/04/2021;R$8075,68;
12;414;19/04/2021;R$3768,04;
12;434;19/04/2021;R$3143,7;
14;414;19/04/2021;R$7718,32;
14;417;19/04/2021;R$0;
14;434;19/04/2021;R$6978,87;
15;415;19/04/2021;R$6203,8;
15;427;19/04/2021;R$354,34;
16;412;19/04/2021;R$6537,96;
16;428;19/04/2021;R$9458,88;
17;423;19/04/2021;R$2927,13;
17;425;19/04/2021;R$1628,09;
17;431;19/04/2021;R$3552,15;
17;436;19/04/2021;R$35301,18;
17;444;19/04/2021;R$68,95;
18;415;19/04/2021;R$5240,5;
1;436;20/04/2021;R$50101,92;
1;441;20/04/2021;R$848,14;
1;442;20/04/2021;R$0;
2;412;20/04/2021;R$5468,25;
2;414;20/04/2021;R$10245,4;
2;420;20/04/2021;R$3335,78;
2;423;20/04/2021;R$4966,43;
2;425;20/04/2021;R$1599,55;
3;411;20/04/2021;R$35825,72;
3;416;20/04/2021;R$12524,47;
3;417;20/04/2021;R$0;
3;421;20/04/2021;R$28150,69;
3;425;20/04/2021;R$3578,59;
3;432;20/04/2021;R$108,8;
3;434;20/04/2021;R$19133,63;
4;412;20/04/2021;R$3874,39;
4;431;20/04/2021;R$3352,26;
4;442;20/04/2021;R$0;
7;416;20/04/2021;R$8188,16;
7;442;20/04/2021;R$0;
8;411;20/04/2021;R$29893,94;
8;416;20/04/2021;R$11749,87;
8;427;20/04/2021;R$399,28;
8;443;20/04/2021;R$6453,79;
9;421;20/04/2021;R$15396,19;
9;426;20/04/2021;R$2673,47;
9;428;20/04/2021;R$12483,59;
10;416;20/04/2021;R$6686,83;
10;424;20/04/2021;R$5505,09;
10;426;20/04/2021;R$2020,32;
10;435;20/04/2021;R$25846,07;
10;443;20/04/2021;R$3091,34;
11;412;20/04/2021;R$7177,16;
11;414;20/04/2021;R$9378,63;
11;420;20/04/2021;R$2773,62;
12;421;20/04/2021;R$8069,78;
12;425;20/04/2021;R$1521,38;
12;426;20/04/2021;R$869,08;
14;416;20/04/2021;R$5895,27;
14;430;20/04/2021;R$0;
14;436;20/04/2021;R$37620,15;
15;416;20/04/2021;R$9769,6;
15;417;20/04/2021;R$0;
15;436;20/04/2021;R$48690,39;
15;440;20/04/2021;R$3207,07;
16;411;20/04/2021;R$21911,38;
16;436;20/04/2021;R$42234,73;
16;445;20/04/2021;R$833,61;
17;412;20/04/2021;R$6496,41;
17;426;20/04/2021;R$2640,26;
17;430;20/04/2021;R$0;
18;415;20/04/2021;R$3223,65;
18;420;20/04/2021;R$2570,95;
18;422;20/04/2021;R$145,65;
18;423;20/04/2021;R$3489,46;
18;444;20/04/2021;R$308,61;
1;421;21/04/2021;R$14685,9;
1;431;21/04/2021;R$3970,88;
2;424;21/04/2021;R$3562,23;
2;434;21/04/2021;R$7284,35;
2;440;21/04/2021;R$2135,95;
3;411;21/04/2021;R$31440,9;
3;417;21/04/2021;R$0;
3;421;21/04/2021;R$21581,22;
3;427;21/04/2021;R$156,73;
3;434;21/04/2021;R$18326;
4;414;21/04/2021;R$5397,83;
4;425;21/04/2021;R$984,89;
4;434;21/04/2021;R$8622,03;
4;440;21/04/2021;R$1216,56;
4;441;21/04/2021;R$590,99;
4;445;21/04/2021;R$883,11;
7;411;21/04/2021;R$23842,21;
7;414;21/04/2021;R$9044,98;
7;415;21/04/2021;R$3892,01;
7;421;21/04/2021;R$12388,66;
7;422;21/04/2021;R$196,11;
7;428;21/04/2021;R$6450,32;
7;434;21/04/2021;R$11210,98;
7;442;21/04/2021;R$0;
8;412;21/04/2021;R$6257,21;
8;421;21/04/2021;R$21652,05;
8;425;21/04/2021;R$2178,99;
9;413;21/04/2021;R$16465,34;
9;420;21/04/2021;R$2663,51;
9;421;21/04/2021;R$14970,75;
9;424;21/04/2021;R$5673,44;
9;433;21/04/2021;R$28121,87;
9;445;21/04/2021;R$496,97;
10;420;21/04/2021;R$1279,77;
10;433;21/04/2021;R$24201,62;
10;443;21/04/2021;R$2712,38;
11;417;21/04/2021;R$0;
11;420;21/04/2021;R$1672,2;
11;428;21/04/2021;R$6577,5;
11;430;21/04/2021;R$0;
12;412;21/04/2021;R$3395,24;
12;433;21/04/2021;R$15168,63;
12;435;21/04/2021;R$18324,99;
14;412;21/04/2021;R$4522,92;
14;420;21/04/2021;R$4090,85;
14;424;21/04/2021;R$5927,07;
14;431;21/04/2021;R$3778,71;
14;434;21/04/2021;R$10118,2;
15;415;21/04/2021;R$4820,94;
15;416;21/04/2021;R$6794,12;
15;421;21/04/2021;R$20962,18;
15;441;21/04/2021;R$319,26;
16;426;21/04/2021;R$1829;
16;434;21/04/2021;R$9761,47;
17;433;21/04/2021;R$24179,36;
18;411;21/04/2021;R$13285,99;
18;416;21/04/2021;R$4253,57;
18;425;21/04/2021;R$1744,34;
18;426;21/04/2021;R$1849,7;
18;435;21/04/2021;R$17631,62;
18;445;21/04/2021;R$222,69;
1;423;22/04/2021;R$3651,29;
1;426;22/04/2021;R$2108,27;
1;427;22/04/2021;R$134,74;
1;434;22/04/2021;R$12105,53;
2;416;22/04/2021;R$8090,43;
2;423;22/04/2021;R$2180,4;
2;427;22/04/2021;R$155,8;
2;444;22/04/2021;R$343,53;
3;411;22/04/2021;R$25447,71;
3;426;22/04/2021;R$3076,13;
3;427;22/04/2021;R$119,78;
3;433;22/04/2021;R$40971,59;
3;435;22/04/2021;R$27995,45;
3;440;22/04/2021;R$4776,83;
3;444;22/04/2021;R$238,58;
3;445;22/04/2021;R$912,3;
4;411;22/04/2021;R$12453,5;
4;415;22/04/2021;R$3227,77;
4;426;22/04/2021;R$1598,5;
4;432;22/04/2021;R$617,95;
4;440;22/04/2021;R$1511,2;
7;416;22/04/2021;R$7702,3;
7;425;22/04/2021;R$2403,17;
7;426;22/04/2021;R$1476,95;
7;431;22/04/2021;R$2650,43;
7;445;22/04/2021;R$801,58;
8;412;22/04/2021;R$6661,03;
8;417;22/04/2021;R$0;
8;443;22/04/2021;R$4736,45;
8;445;22/04/2021;R$796,1;
9;426;22/04/2021;R$1578,49;
9;427;22/04/2021;R$225,65;
9;443;22/04/2021;R$2716,54;
10;411;22/04/2021;R$15800,58;
10;417;22/04/2021;R$0;
10;424;22/04/2021;R$3637,1;
10;426;22/04/2021;R$1571,56;
10;436;22/04/2021;R$31732,61;
10;440;22/04/2021;R$1951,05;
10;444;22/04/2021;R$134,36;
11;422;22/04/2021;R$7,99;
11;441;22/04/2021;R$626,54;
11;445;22/04/2021;R$555,03;
12;413;22/04/2021;R$9148,84;
14;417;22/04/2021;R$0;
14;422;22/04/2021;R$167,5;
14;426;22/04/2021;R$1615,67;
14;430;22/04/2021;R$0;
14;445;22/04/2021;R$589,22;
15;415;22/04/2021;R$4595,47;
15;432;22/04/2021;R$1467,39;
15;441;22/04/2021;R$535,85;
15;444;22/04/2021;R$153,2;
16;422;22/04/2021;R$70,45;
16;428;22/04/2021;R$9638,46;
16;434;22/04/2021;R$9590,92;
16;436;22/04/2021;R$33795,3;
17;413;22/04/2021;R$11680,66;
17;443;22/04/2021;R$3628,28;
18;436;22/04/2021;R$22842,22;
1;421;23/04/2021;R$21277,19;
1;430;23/04/2021;R$0;
1;436;23/04/2021;R$46507,03;
1;444;23/04/2021;R$392,52;
2;433;23/04/2021;R$25409,13;
3;411;23/04/2021;R$46500,46;
3;433;23/04/2021;R$44069,24;
3;440;23/04/2021;R$6757,29;
4;412;23/04/2021;R$3657,81;
4;421;23/04/2021;R$13689,65;
4;428;23/04/2021;R$8911,7;
4;436;23/04/2021;R$32966,06;
4;441;23/04/2021;R$552,69;
4;445;23/04/2021;R$1309,52;
7;411;23/04/2021;R$31401,02;
7;420;23/04/2021;R$2919,36;
7;428;23/04/2021;R$7403,98;
7;431;23/04/2021;R$4163,21;
8;411;23/04/2021;R$35925,6;
8;413;23/04/2021;R$26502,03;
8;430;23/04/2021;R$0;
8;436;23/04/2021;R$58125,84;
9;411;23/04/2021;R$24293,27;
9;423;23/04/2021;R$3717,49;
10;426;23/04/2021;R$2255,98;
10;427;23/04/2021;R$431,26;
10;432;23/04/2021;R$285,66;
10;433;23/04/2021;R$22762,04;
11;421;23/04/2021;R$21148,55;
11;427;23/04/2021;R$527,04;
11;431;23/04/2021;R$5680,15;
12;412;23/04/2021;R$2842,26;
12;422;23/04/2021;R$31,96;
12;428;23/04/2021;R$6422,32;
12;435;23/04/2021;R$19107,21;
12;443;23/04/2021;R$1821,5;
14;423;23/04/2021;R$4244,81;
14;425;23/04/2021;R$2332,22;
14;444;23/04/2021;R$520,44;
15;411;23/04/2021;R$28596,06;
15;416;23/04/2021;R$8375,85;
15;423;23/04/2021;R$6468,69;
15;426;23/04/2021;R$2849,76;
15;432;23/04/2021;R$1431,47;
15;433;23/04/2021;R$35226,82;
16;434;23/04/2021;R$12742,13;
16;435;23/04/2021;R$25594,65;
16;440;23/04/2021;R$3213,01;
18;412;23/04/2021;R$3156,19;
18;431;23/04/2021;R$4089,47;
18;432;23/04/2021;R$235,71;
18;436;23/04/2021;R$29550,16;
1;428;24/04/2021;R$11502,92;
1;430;24/04/2021;R$0;
1;431;24/04/2021;R$6882,3;
1;432;24/04/2021;R$554,16;
1;436;24/04/2021;R$56158,27;
1;443;24/04/2021;R$5228,85;
3;413;24/04/2021;R$41776,3;
3;420;24/04/2021;R$6756,25;
3;423;24/04/2021;R$7577,37;
3;440;24/04/2021;R$7245,12;
4;425;24/04/2021;R$1356,87;
4;428;24/04/2021;R$7680,91;
4;433;24/04/2021;R$26491,6;
4;442;24/04/2021;R$0;
7;420;24/04/2021;R$4306,58;
7;423;24/04/2021;R$5568,51;
7;430;24/04/2021;R$0;
7;444;24/04/2021;R$2000,71;
8;430;24/04/2021;R$0;
8;433;24/04/2021;R$49558,89;
9;424;24/04/2021;R$7333,41;
9;433;24/04/2021;R$38449,95;
9;440;24/04/2021;R$3804,2;
9;441;24/04/2021;R$422,42;
9;443;24/04/2021;R$4373;
9;445;24/04/2021;R$915,28;
10;415;24/04/2021;R$4179,84;
10;416;24/04/2021;R$9968,42;
10;442;24/04/2021;R$0;
11;412;24/04/2021;R$8569,62;
11;414;24/04/2021;R$12712,02;
11;415;24/04/2021;R$4332,51;
11;433;24/04/2021;R$38169,63;
11;436;24/04/2021;R$56661,83;
12;420;24/04/2021;R$3665,14;
12;424;24/04/2021;R$3923,51;
12;430;24/04/2021;R$0;
12;431;24/04/2021;R$3429,44;
12;441;24/04/2021;R$575,02;
12;444;24/04/2021;R$1368;
14;426;24/04/2021;R$3836,04;
14;428;24/04/2021;R$13633,69;
15;420;24/04/2021;R$9347;
15;425;24/04/2021;R$3034,88;
16;413;24/04/2021;R$25964,93;
16;415;24/04/2021;R$4908,06;
16;416;24/04/2021;R$8757,98;
16;417;24/04/2021;R$0;
16;421;24/04/2021;R$35733,91;
16;422;24/04/2021;R$895,8;
16;425;24/04/2021;R$3206,16;
16;428;24/04/2021;R$13205,28;
16;436;24/04/2021;R$52860,1;
17;411;24/04/2021;R$29598,02;
17;413;24/04/2021;R$19805,92;
17;417;24/04/2021;R$0;
17;423;24/04/2021;R$4482,26;
17;428;24/04/2021;R$10059,3;
17;430;24/04/2021;R$0;
17;432;24/04/2021;R$980,53;
17;443;24/04/2021;R$3849,67;
18;445;24/04/2021;R$636,96;
1;413;25/04/2021;R$0;
1;424;25/04/2021;R$0;
1;430;25/04/2021;R$0;
1;434;25/04/2021;R$0;
1;443;25/04/2021;R$0;
2;416;25/04/2021;R$0;
2;433;25/04/2021;R$0;
2;441;25/04/2021;R$0;
3;413;25/04/2021;R$0;
3;415;25/04/2021;R$0;
3;427;25/04/2021;R$0;
3;442;25/04/2021;R$0;
4;414;25/04/2021;R$0;
4;431;25/04/2021;R$0;
4;433;25/04/2021;R$0;
4;435;25/04/2021;R$0;
7;432;25/04/2021;R$0;
8;412;25/04/2021;R$303,17;
8;413;25/04/2021;R$1212,87;
8;426;25/04/2021;R$17,1;
8;432;25/04/2021;R$0;
8;433;25/04/2021;R$1616,72;
8;443;25/04/2021;R$358,09;
9;414;25/04/2021;R$0;
9;421;25/04/2021;R$0;
9;426;25/04/2021;R$0;
9;430;25/04/2021;R$0;
9;444;25/04/2021;R$0;
10;414;25/04/2021;R$0;
10;442;25/04/2021;R$0;
10;445;25/04/2021;R$0;
11;413;25/04/2021;R$0;
11;432;25/04/2021;R$0;
14;416;25/04/2021;R$0;
14;425;25/04/2021;R$0;
14;428;25/04/2021;R$0;
14;443;25/04/2021;R$0;
15;423;25/04/2021;R$0;
15;425;25/04/2021;R$0;
15;427;25/04/2021;R$0;
15;431;25/04/2021;R$0;
15;440;25/04/2021;R$0;
15;441;25/04/2021;R$0;
15;444;25/04/2021;R$0;
16;420;25/04/2021;R$0;
17;423;25/04/2021;R$0;
18;413;25/04/2021;R$0;
18;415;25/04/2021;R$0;
18;424;25/04/2021;R$0;
18;431;25/04/2021;R$0;
18;432;25/04/2021;R$0;
18;436;25/04/2021;R$0;
18;443;25/04/2021;R$0;
1;441;26/04/2021;R$879,83;
1;443;26/04/2021;R$4791,25;
2;414;26/04/2021;R$10722,58;
2;430;26/04/2021;R$0;
3;411;26/04/2021;R$22203,33;
3;421;26/04/2021;R$16575,34;
3;432;26/04/2021;R$36,22;
3;434;26/04/2021;R$17022,54;
3;443;26/04/2021;R$5369,64;
4;422;26/04/2021;R$21,99;
4;432;26/04/2021;R$510,98;
4;444;26/04/2021;R$82,71;
7;416;26/04/2021;R$8976,26;
7;421;26/04/2021;R$7613,3;
7;443;26/04/2021;R$3290,86;
8;411;26/04/2021;R$22012,07;
8;424;26/04/2021;R$9164,73;
8;428;26/04/2021;R$7486,72;
8;430;26/04/2021;R$0;
8;433;26/04/2021;R$42441,9;
9;432;26/04/2021;R$0;
9;433;26/04/2021;R$36835,75;
9;444;26/04/2021;R$141,36;
10;413;26/04/2021;R$15561,19;
10;415;26/04/2021;R$3522,23;
10;420;26/04/2021;R$878,3;
10;428;26/04/2021;R$8987,77;
10;436;26/04/2021;R$31736,29;
10;441;26/04/2021;R$574,63;
10;445;26/04/2021;R$655,58;
11;413;26/04/2021;R$19178,84;
11;427;26/04/2021;R$548,9;
12;414;26/04/2021;R$3302,35;
12;415;26/04/2021;R$2152,6;
12;420;26/04/2021;R$1224,63;
12;421;26/04/2021;R$4542,5;
12;445;26/04/2021;R$245,49;
14;412;26/04/2021;R$4109,94;
14;432;26/04/2021;R$267,54;
15;417;26/04/2021;R$0;
15;420;26/04/2021;R$2207,17;
15;427;26/04/2021;R$918,16;
15;435;26/04/2021;R$26121,85;
15;442;26/04/2021;R$0;
16;421;26/04/2021;R$11314,12;
16;424;26/04/2021;R$5544,42;
16;428;26/04/2021;R$10717,87;
17;427;26/04/2021;R$429,25;
17;430;26/04/2021;R$0;
17;432;26/04/2021;R$688,33;
17;440;26/04/2021;R$1407,26;
18;422;26/04/2021;R$91,9;
18;425;26/04/2021;R$1738,51;
18;443;26/04/2021;R$3311,1;
1;413;27/04/2021;R$21961,14;
2;415;27/04/2021;R$4227,27;
2;443;27/04/2021;R$3117,4;
2;445;27/04/2021;R$844,39;
3;426;27/04/2021;R$2836,15;
3;432;27/04/2021;R$84,19;
3;433;27/04/2021;R$35698,31;
4;415;27/04/2021;R$3072,61;
4;421;27/04/2021;R$4669,55;
4;442;27/04/2021;R$0;
7;428;27/04/2021;R$7252,69;
7;430;27/04/2021;R$0;
7;436;27/04/2021;R$33509,72;
7;442;27/04/2021;R$0;
8;417;27/04/2021;R$0;
8;420;27/04/2021;R$1598,17;
8;425;27/04/2021;R$2254,83;
8;427;27/04/2021;R$665,41;
8;431;27/04/2021;R$3877,64;
8;434;27/04/2021;R$10236,55;
9;416;27/04/2021;R$8317,23;
9;441;27/04/2021;R$408,79;
10;411;27/04/2021;R$13634,39;
10;412;27/04/2021;R$5238,34;
10;413;27/04/2021;R$16756,53;
10;427;27/04/2021;R$267,56;
10;430;27/04/2021;R$0;
11;414;27/04/2021;R$7343,29;
11;420;27/04/2021;R$1232,88;
11;425;27/04/2021;R$1648,4;
11;440;27/04/2021;R$1949,15;
12;411;27/04/2021;R$6542,89;
12;412;27/04/2021;R$3286,87;
12;413;27/04/2021;R$9940,63;
12;420;27/04/2021;R$393,7;
12;422;27/04/2021;R$39,96;
12;427;27/04/2021;R$239,25;
12;428;27/04/2021;R$6264,89;
12;431;27/04/2021;R$1668,19;
12;433;27/04/2021;R$11911,28;
14;424;27/04/2021;R$3572,31;
14;428;27/04/2021;R$7680,82;
14;436;27/04/2021;R$32603,3;
14;444;27/04/2021;R$103,92;
15;422;27/04/2021;R$136,63;
15;423;27/04/2021;R$4474,96;
15;427;27/04/2021;R$162,68;
15;444;27/04/2021;R$107,94;
16;415;27/04/2021;R$4506,38;
16;427;27/04/2021;R$399,24;
16;431;27/04/2021;R$4189,71;
17;420;27/04/2021;R$996,86;
17;423;27/04/2021;R$3188,95;
17;432;27/04/2021;R$900,62;
18;422;27/04/2021;R$85,78;
18;443;27/04/2021;R$2339,87;
1;428;28/04/2021;R$11432,48;
1;444;28/04/2021;R$239,14;
2;414;28/04/2021;R$8143,07;
2;415;28/04/2021;R$3831,03;
2;416;28/04/2021;R$7243,9;
2;426;28/04/2021;R$1812,21;
2;430;28/04/2021;R$0;
2;435;28/04/2021;R$19189,19;
2;443;28/04/2021;R$3222,73;
2;444;28/04/2021;R$133,37;
3;416;28/04/2021;R$9851,52;
3;433;28/04/2021;R$44325,58;
3;440;28/04/2021;R$4399,4;
3;442;28/04/2021;R$0;
4;411;28/04/2021;R$13769,71;
4;426;28/04/2021;R$1209,9;
7;431;28/04/2021;R$2513,23;
7;434;28/04/2021;R$8149,14;
7;435;28/04/2021;R$24526,5;
7;444;28/04/2021;R$120,39;
8;416;28/04/2021;R$10197,19;
8;423;28/04/2021;R$4741,77;
8;427;28/04/2021;R$299,4;
9;426;28/04/2021;R$1360,2;
9;430;28/04/2021;R$0;
9;433;28/04/2021;R$31025,27;
9;440;28/04/2021;R$2370,59;
9;441;28/04/2021;R$509,72;
10;416;28/04/2021;R$6042,39;
10;424;28/04/2021;R$3656,09;
10;425;28/04/2021;R$1347,66;
10;442;28/04/2021;R$0;
10;445;28/04/2021;R$463,58;
11;416;28/04/2021;R$6654,92;
11;417;28/04/2021;R$0;
11;425;28/04/2021;R$1263,31;
11;426;28/04/2021;R$2122,73;
12;421;28/04/2021;R$6724,53;
12;444;28/04/2021;R$176,23;
14;420;28/04/2021;R$4546,66;
14;430;28/04/2021;R$0;
15;415;28/04/2021;R$4908,64;
15;416;28/04/2021;R$7523,63;
15;421;28/04/2021;R$14550,65;
15;422;28/04/2021;R$179,5;
15;423;28/04/2021;R$4955,51;
15;426;28/04/2021;R$2063,79;
15;435;28/04/2021;R$24437,02;
15;436;28/04/2021;R$38515,11;
15;442;28/04/2021;R$0;
16;416;28/04/2021;R$7778,41;
16;425;28/04/2021;R$1356,53;
17;412;28/04/2021;R$4327,92;
17;421;28/04/2021;R$10794;
18;415;28/04/2021;R$3589,16;
1;411;29/04/2021;R$21685,68;
1;414;29/04/2021;R$12766,01;
1;415;29/04/2021;R$4221,26;
1;420;29/04/2021;R$2962,34;
1;425;29/04/2021;R$2331,32;
1;440;29/04/2021;R$4065,81;
2;411;29/04/2021;R$14681,59;
2;416;29/04/2021;R$6858,66;
2;427;29/04/2021;R$216,59;
2;430;29/04/2021;R$0;
2;444;29/04/2021;R$211,14;
3;412;29/04/2021;R$6909,49;
3;413;29/04/2021;R$30691,45;
