SECAO;COD;DESCRICAO 
444;122549;HAV.SLIM ANIMAIS 37/38;
444;122554;HAV.SLIM ANIMAIS 37/38;
444;140434;HAV.SLIM ANIMAIS 37/38;
444;140438;HAV.SLIM ANIMAIS 37/38;
444;140442;HAV.SLIM ANIMAIS 37/38;
444;122540;HAV.SLIM ANIMAIS 39/40;
444;122545;HAV.SLIM ANIMAIS 39/40;
444;122550;HAV.SLIM ANIMAIS 39/40;
444;122555;HAV.SLIM ANIMAIS 39/40;
444;140435;HAV.SLIM ANIMAIS 39/40;
444;140439;HAV.SLIM ANIMAIS 39/40;
444;140443;HAV.SLIM ANIMAIS 39/40;
444;122541;HAV.SLIM ANIMAIS 41/42;
444;122546;HAV.SLIM ANIMAIS 41/42;
444;122551;HAV.SLIM ANIMAIS 41/42;
444;122556;HAV.SLIM ANIMAIS 41/42;
444;133549;HAV.SLIM ANIMALS 33/34;
444;133553;HAV.SLIM ANIMALS 33/34;
444;169901;HAV.SLIM ANIMALS 33/4 ;
444;169906;HAV.SLIM ANIMALS 33/4 ;
444;169911;HAV.SLIM ANIMALS 33/4 ;
444;133550;HAV.SLIM ANIMALS 35/36;
444;133555;HAV.SLIM ANIMALS 35/36;
444;169902;HAV.SLIM ANIMALS 35/6 ;
444;169907;HAV.SLIM ANIMALS 35/6 ;
444;169912;HAV.SLIM ANIMALS 35/6 ;
444;133551;HAV.SLIM ANIMALS 37/38;
444;133556;HAV.SLIM ANIMALS 37/38;
444;169903;HAV.SLIM ANIMALS 37/8 ;
444;169908;HAV.SLIM ANIMALS 37/8 ;
444;169913;HAV.SLIM ANIMALS 37/8 ;
444;169904;HAV.SLIM ANIMALS 39/0 ;
444;169909;HAV.SLIM ANIMALS 39/0 ;
444;169914;HAV.SLIM ANIMALS 39/0 ;
444;133552;HAV.SLIM ANIMALS 39/40;
444;134106;HAV.SLIM ANIMALS 39/40;
444;169905;HAV.SLIM ANIMALS 41/2 ;
444;169910;HAV.SLIM ANIMALS 41/2 ;
444;169915;HAV.SLIM ANIMALS 41/2 ;
444;146584;HAV.SLIM ANIMALS AREIA;
444;146585;HAV.SLIM ANIMALS AREIA;
444;146586;HAV.SLIM ANIMALS AREIA;
444;146587;HAV.SLIM ANIMALS AREIA;
444;146588;HAV.SLIM ANIMALS BCO/C;
444;146589;HAV.SLIM ANIMALS BCO/C;
444;146590;HAV.SLIM ANIMALS BCO/C;
444;146591;HAV.SLIM ANIMALS BCO/C;
444;146614;HAV.SLIM ANIMALS ROSE ;
444;146615;HAV.SLIM ANIMALS ROSE ;
444;146617;HAV.SLIM ANIMALS ROSE ;
444;146618;HAV.SLIM ANIMALS ROSE ;
444;166089;HAV.SLIM B.PALHA 33/34;
444;166090;HAV.SLIM B.PALHA 35/36;
444;166091;HAV.SLIM B.PALHA 37/38;
444;166092;HAV.SLIM B.PALHA 39/40;
444;156075;HAV.SLIM B.VERM.33/34 ;
444;156076;HAV.SLIM B.VERM.35/36 ;
444;156077;HAV.SLIM B.VERM.37/38 ;
444;156078;HAV.SLIM B.VERM.39/40 ;
444;112440;HAV.SLIM BCO 39/42    ;
444;159598;HAV.SLIM BCO PTO.33/34;
444;159599;HAV.SLIM BCO PTO.35/36;
444;159600;HAV.SLIM BCO PTO.37/38;
444;159601;HAV.SLIM BCO PTO.39/40;
444;159602;HAV.SLIM BCO PTO.41/42;
444;146514;HAV.SLIM BRANCO       ;
444;146516;HAV.SLIM BRANCO       ;
444;146517;HAV.SLIM BRANCO       ;
444;151006;HAV.SLIM BRANCO 41/42 ;
444;169926;HAV.SLIM BRASIL 33/4  ;
444;169927;HAV.SLIM BRASIL 35/6  ;
444;169928;HAV.SLIM BRASIL 37/8  ;
444;169929;HAV.SLIM BRASIL 39/0  ;
444;169930;HAV.SLIM BRASIL 41/2  ;
444;118725;HAV.SLIM BUTTER.23/48 ;
444;140444;HAV.SLIM C.AREIA 33/34;
444;140449;HAV.SLIM C.AREIA 35/36;
444;140450;HAV.SLIM C.AREIA 37/38;
444;140451;HAV.SLIM C.AREIA 39/40;
444;156079;HAV.SLIM C.ICE B.33/34;
444;156089;HAV.SLIM C.ICE B.33/34;
444;156081;HAV.SLIM C.ICE B.35/36;
444;156090;HAV.SLIM C.ICE B.35/36;
444;156082;HAV.SLIM C.ICE B.37/38;
444;156091;HAV.SLIM C.ICE B.37/38;
444;156083;HAV.SLIM C.ICE B.39/40;
444;156092;HAV.SLIM C.ICE B.39/40;
444;127606;HAV.SLIM C.PRATA 33/34;
444;127607;HAV.SLIM C.PRATA 35/36;
444;127608;HAV.SLIM C.PRATA 37/38;
444;127609;HAV.SLIM C.PRATA 39/40;
444;140452;HAV.SLIM C.SALM.33/34 ;
444;140453;HAV.SLIM C.SALM.35/36 ;
444;140454;HAV.SLIM C.SALM.37/38 ;
444;140455;HAV.SLIM C.SALM.39/40 ;
444;140461;HAV.SLIM C.V.B.R.35/36;
444;140462;HAV.SLIM C.V.B.R.37/38;
444;140463;HAV.SLIM C.V.B.R.39/40;
444;140456;HAV.SLIM C.V.PIS.33/34;
444;140457;HAV.SLIM C.V.PIS.35/36;
444;140458;HAV.SLIM C.V.PIS.37/38;
444;140459;HAV.SLIM C.V.PIS.39/40;
444;116810;HAV.SLIM CAFE 39      ;
444;146619;HAV.SLIM CAMUF.VERDE  ;
444;146620;HAV.SLIM CAMUF.VERDE  ;
444;146621;HAV.SLIM CAMUF.VERDE  ;
444;146622;HAV.SLIM CAMUF.VERDE  ;
444;140460;HAV.SLIM COO.B.R.33/34;
444;133586;HAV.SLIM COOL 33/34   ;
444;133591;HAV.SLIM COOL 33/34   ;
444;133595;HAV.SLIM COOL 33/34   ;
444;133587;HAV.SLIM COOL 35/36   ;
444;133592;HAV.SLIM COOL 35/36   ;
444;133596;HAV.SLIM COOL 35/36   ;
444;133593;HAV.SLIM COOL 37/38   ;
444;133597;HAV.SLIM COOL 37/38   ;
444;133588;HAV.SLIM COOL 3738    ;
444;133589;HAV.SLIM COOL 39/40   ;
444;133594;HAV.SLIM COOL 39/40   ;
444;133598;HAV.SLIM COOL 39/40   ;
444;159623;HAV.SLIM COOL A.33/34 ;
444;159624;HAV.SLIM COOL A.37/38 ;
444;159625;HAV.SLIM COOL A.39/40 ;
444;159626;HAV.SLIM COOL A.41/42 ;
444;159618;HAV.SLIM COOL M.33/34 ;
444;159619;HAV.SLIM COOL M.35/36 ;
444;159620;HAV.SLIM COOL M.37/38 ;
444;159621;HAV.SLIM COOL M.39/40 ;
444;159622;HAV.SLIM COOL M.41/42 ;
444;146631;HAV.SLIM COOL MARINHO ;
444;146632;HAV.SLIM COOL MARINHO ;
444;146633;HAV.SLIM COOL MARINHO ;
444;146635;HAV.SLIM COOL MARINHO ;
444;146636;HAV.SLIM COOL PRETO   ;
444;146637;HAV.SLIM COOL PRETO   ;
444;146638;HAV.SLIM COOL PRETO   ;
444;146639;HAV.SLIM COOL PRETO   ;
444;151009;HAV.SLIM CZA.ACO 33/34;
444;151010;HAV.SLIM CZA.ACO 35/36;
444;151011;HAV.SLIM CZA.ACO 37/38;
444;151012;HAV.SLIM CZA.ACO 39/40;
444;151013;HAV.SLIM CZA.ACO 41/42;
444;128865;HAV.SLIM DOU.SOL 35/36;
444;128864;HAV.SLIM DOU.SOL 37/38;
444;128866;HAV.SLIM DOU.SOL 38/40;
444;122557;HAV.SLIM ETNICS 33/34 ;
444;122562;HAV.SLIM ETNICS 33/34 ;
444;122569;HAV.SLIM ETNICS 33/34 ;
444;122575;HAV.SLIM ETNICS 33/34 ;
444;122559;HAV.SLIM ETNICS 35/36 ;
444;122565;HAV.SLIM ETNICS 35/36 ;
444;122570;HAV.SLIM ETNICS 35/36 ;
444;122596;HAV.SLIM ETNICS 35/36 ;
444;122566;HAV.SLIM ETNICS 37/38 ;
444;122572;HAV.SLIM ETNICS 37/38 ;
444;122597;HAV.SLIM ETNICS 37/38 ;
444;123303;HAV.SLIM ETNICS 37/38 ;
444;122560;HAV.SLIM ETNICS 39/40 ;
444;122567;HAV.SLIM ETNICS 39/40 ;
444;122573;HAV.SLIM ETNICS 39/40 ;
444;122598;HAV.SLIM ETNICS 39/40 ;
444;122561;HAV.SLIM ETNICS 41/42 ;
444;122568;HAV.SLIM ETNICS 41/42 ;
444;122574;HAV.SLIM ETNICS 41/42 ;
444;122600;HAV.SLIM ETNICS 41/42 ;
444;146659;HAV.SLIM F.POP.AMARELO;
444;146666;HAV.SLIM F.POP.AMARELO;
444;146667;HAV.SLIM F.POP.AMARELO;
444;146668;HAV.SLIM F.POP.AMARELO;
444;146645;HAV.SLIM F.POP.BCO    ;
444;146650;HAV.SLIM F.POP.BCO    ;
444;146651;HAV.SLIM F.POP.BCO    ;
444;146652;HAV.SLIM F.POP.BCO    ;
444;146653;HAV.SLIM F.POP.CAFE   ;
444;146655;HAV.SLIM F.POP.CAFE   ;
444;146656;HAV.SLIM F.POP.CAFE   ;
444;146657;HAV.SLIM F.POP.CAFE   ;
444;156063;HAV.SLIM FR.BCO.33/34 ;
444;156064;HAV.SLIM FR.BCO.35/36 ;
444;156065;HAV.SLIM FR.BCO.37/38 ;
444;156066;HAV.SLIM FR.BCO.39/40 ;
444;156059;HAV.SLIM FR.P.N.33/34 ;
444;156060;HAV.SLIM FR.P.N.35/36 ;
444;156061;HAV.SLIM FR.P.N.37/38 ;
444;156062;HAV.SLIM FR.P.N.39/40 ;
444;151042;HAV.SLIM FR.ROSA 33/34;
444;151051;HAV.SLIM FR.ROSA 33/34;
444;151047;HAV.SLIM FR.ROSA 35/36;
444;151105;HAV.SLIM FR.ROSA 35/36;
444;151048;HAV.SLIM FR.ROSA 37/38;
444;151106;HAV.SLIM FR.ROSA 37/38;
444;151049;HAV.SLIM FR.ROSA 39/40;
444;151107;HAV.SLIM FR.ROSA 39/40;
444;151050;HAV.SLIM FR.ROSA 41/42;
444;151108;HAV.SLIM FR.ROSA 41/42;
444;146596;HAV.SLIM FRESH CORAL  ;
444;146597;HAV.SLIM FRESH CORAL  ;
444;146598;HAV.SLIM FRESH CORAL  ;
444;146599;HAV.SLIM FRESH CORAL  ;
444;146592;HAV.SLIM FRESH MARINHO;
444;146593;HAV.SLIM FRESH MARINHO;
444;146594;HAV.SLIM FRESH MARINHO;
444;146595;HAV.SLIM FRESH MARINHO;
444;146716;HAV.SLIM FRUITS BRANCO;
444;146717;HAV.SLIM FRUITS BRANCO;
444;146718;HAV.SLIM FRUITS BRANCO;
444;146719;HAV.SLIM FRUITS BRANCO;
444;146720;HAV.SLIM FRUITS VERDE ;
444;146721;HAV.SLIM FRUITS VERDE ;
444;146722;HAV.SLIM FRUITS VERDE ;
444;146723;HAV.SLIM FRUITS VERDE ;
444;169859;HAV.SLIM FUN 27/8     ;
444;169864;HAV.SLIM FUN 27/8     ;
444;169860;HAV.SLIM FUN 29/0     ;
444;169865;HAV.SLIM FUN 29/0     ;
444;169861;HAV.SLIM FUN 31/2     ;
444;169866;HAV.SLIM FUN 31/2     ;
444;169862;HAV.SLIM FUN 33/4     ;
444;169867;HAV.SLIM FUN 33/4     ;
444;169863;HAV.SLIM FUN 35/6     ;
444;169868;HAV.SLIM FUN 35/6     ;
444;146527;HAV.SLIM GOIABA       ;
444;146528;HAV.SLIM GOIABA       ;
444;146529;HAV.SLIM GOIABA       ;
444;146530;HAV.SLIM GOIABA       ;
444;146600;HAV.SLIM GRAP.P.NEON  ;
444;146601;HAV.SLIM GRAP.P.NEON  ;
444;146603;HAV.SLIM GRAP.P.NEON  ;
444;146604;HAV.SLIM GRAP.P.NEON  ;
444;140414;HAV.SLIM GRAPHIC 33/34;
444;140418;HAV.SLIM GRAPHIC 33/34;
444;140423;HAV.SLIM GRAPHIC 33/34;
444;140428;HAV.SLIM GRAPHIC 33/34;
444;140415;HAV.SLIM GRAPHIC 35/36;
444;140419;HAV.SLIM GRAPHIC 35/36;
444;140425;HAV.SLIM GRAPHIC 35/36;
444;140429;HAV.SLIM GRAPHIC 35/36;
444;140416;HAV.SLIM GRAPHIC 37/38;
444;140420;HAV.SLIM GRAPHIC 37/38;
444;140426;HAV.SLIM GRAPHIC 37/38;
444;140430;HAV.SLIM GRAPHIC 37/38;
444;140417;HAV.SLIM GRAPHIC 39/40;
444;140421;HAV.SLIM GRAPHIC 39/40;
444;140427;HAV.SLIM GRAPHIC 39/40;
444;140431;HAV.SLIM GRAPHIC 39/40;
444;146605;HAV.SLIM GRAPHIC REGAT;
444;146606;HAV.SLIM GRAPHIC REGAT;
444;146607;HAV.SLIM GRAPHIC REGAT;
444;146609;HAV.SLIM GRAPHIC REGAT;
444;146531;HAV.SLIM GREEN NEON   ;
444;146532;HAV.SLIM GREEN NEON   ;
444;146534;HAV.SLIM GREEN NEON   ;
444;146536;HAV.SLIM GREEN NEON   ;
444;146738;HAV.SLIM H.LIG.B. PINK;
444;146740;HAV.SLIM H.LIG.B.PINK ;
444;146741;HAV.SLIM H.LIG.B.PINK ;
444;146742;HAV.SLIM H.LIG.B.PINK ;
444;146743;HAV.SLIM H.LIG.B.PINK ;
444;146744;HAV.SLIM H.LIG.B.PINK ;
444;146730;HAV.SLIM H.LIGHT CAFE ;
444;146731;HAV.SLIM H.LIGHT CAFE ;
444;146732;HAV.SLIM H.LIGHT CAFE ;
444;146733;HAV.SLIM H.LIGHT CAFE ;
444;146734;HAV.SLIM H.LIGHT CAFE ;
444;146735;HAV.SLIM H.LIGHT CAFE ;
444;146724;HAV.SLIM H.LIGHT CZA. ;
444;146725;HAV.SLIM H.LIGHT CZA. ;
444;146726;HAV.SLIM H.LIGHT CZA. ;
444;146727;HAV.SLIM H.LIGHT CZA. ;
444;146728;HAV.SLIM H.LIGHT CZA. ;
444;146729;HAV.SLIM H.LIGHT CZA. ;
444;127614;HAV.SLIM L.BEBE 33/34 ;
444;127615;HAV.SLIM L.BEBE 35/36 ;
444;127616;HAV.SLIM L.BEBE 37/38 ;
444;127617;HAV.SLIM L.BEBE 39/40 ;
444;146522;HAV.SLIM LGHT PINK    ;
444;146523;HAV.SLIM LGHT PINK    ;
444;146525;HAV.SLIM LGHT PINK    ;
444;146526;HAV.SLIM LGHT PINK    ;
444;146551;HAV.SLIM LOG POP ICE V;
444;146537;HAV.SLIM LOG.POP ACQUA;
444;146540;HAV.SLIM LOG.POP ACQUA;
444;146541;HAV.SLIM LOG.POP ACQUA;
444;146542;HAV.SLIM LOG.POP ACQUA;
444;146552;HAV.SLIM LOG.POP ICE V;
444;146554;HAV.SLIM LOG.POP ICE V;
444;146558;HAV.SLIM LOG.POP ICE V;
444;146836;HAV.SLIM MARIE AREIA  ;
444;146837;HAV.SLIM MARIE AREIA  ;
444;146838;HAV.SLIM MARIE AREIA  ;
444;146839;HAV.SLIM MARIE AREIA  ;
444;146840;HAV.SLIM MARIE AREIA  ;
444;146831;HAV.SLIM MARIE BCO/ROS;
444;146832;HAV.SLIM MARIE BCO/ROS;
444;146833;HAV.SLIM MARIE BCO/ROS;
444;146834;HAV.SLIM MARIE BCO/ROS;
444;146835;HAV.SLIM MARIE BCO/ROS;
444;169855;HAV.SLIM MARINHO 33/4 ;
444;172045;HAV.SLIM MARINHO 33/4 ;
444;169851;HAV.SLIM MARINHO 35/6 ;
444;169852;HAV.SLIM MARINHO 37/8 ;
444;169853;HAV.SLIM MARINHO 39/0 ;
444;169858;HAV.SLIM MARINHO 39/0 ;
444;169854;HAV.SLIM MARINHO 41/2 ;
444;166508;HAV.SLIM NAUTICAL 33/4;
444;166509;HAV.SLIM NAUTICAL 35/6;
444;166510;HAV.SLIM NAUTICAL 37/8;
444;166511;HAV.SLIM NAUTICAL 39/0;
444;169856;HAV.SLIM OCEANO 35/6  ;
444;169857;HAV.SLIM OCEANO 37/8  ;
444;151019;HAV.SLIM ORG.BCO.33/34;
444;151020;HAV.SLIM ORG.BCO.35/36;
444;151021;HAV.SLIM ORG.BCO.35/36;
444;151022;HAV.SLIM ORG.BCO.39/40;
444;151023;HAV.SLIM ORG.BCO.41/42;
444;151014;HAV.SLIM ORG.VHO.33/34;
444;151015;HAV.SLIM ORG.VHO.35/36;
444;151016;HAV.SLIM ORG.VHO.37/38;
444;151017;HAV.SLIM ORG.VHO.39/40;
444;151018;HAV.SLIM ORG.VHO.41/42;
444;159588;HAV.SLIM ORGANIC 33/34;
444;159593;HAV.SLIM ORGANIC 33/34;
444;169891;HAV.SLIM ORGANIC 33/4 ;
444;169896;HAV.SLIM ORGANIC 33/4 ;
444;159589;HAV.SLIM ORGANIC 35/36;
444;159594;HAV.SLIM ORGANIC 35/36;
444;169892;HAV.SLIM ORGANIC 35/6 ;
444;169897;HAV.SLIM ORGANIC 35/6 ;
444;159590;HAV.SLIM ORGANIC 37/38;
444;159595;HAV.SLIM ORGANIC 37/38;
444;169893;HAV.SLIM ORGANIC 37/8 ;
444;169898;HAV.SLIM ORGANIC 37/8 ;
444;169894;HAV.SLIM ORGANIC 39/0 ;
444;169899;HAV.SLIM ORGANIC 39/0 ;
444;159591;HAV.SLIM ORGANIC 39/40;
444;159596;HAV.SLIM ORGANIC 39/40;
444;169895;HAV.SLIM ORGANIC 41/2 ;
444;169900;HAV.SLIM ORGANIC 41/2 ;
444;159592;HAV.SLIM ORGANIC 41/42;
444;159597;HAV.SLIM ORGANIC 41/42;
444;133570;HAV.SLIM ORIENT 33/34 ;
444;133574;HAV.SLIM ORIENT 33/34 ;
444;133578;HAV.SLIM ORIENT 33/34 ;
444;133582;HAV.SLIM ORIENT 33/34 ;
444;133571;HAV.SLIM ORIENT 35/36 ;
444;133575;HAV.SLIM ORIENT 35/36 ;
444;133579;HAV.SLIM ORIENT 35/36 ;
444;133583;HAV.SLIM ORIENT 35/36 ;
444;133572;HAV.SLIM ORIENT 37/38 ;
444;133576;HAV.SLIM ORIENT 37/38 ;
444;133580;HAV.SLIM ORIENT 37/38 ;
444;133584;HAV.SLIM ORIENT 37/38 ;
444;133573;HAV.SLIM ORIENT 39/40 ;
444;133577;HAV.SLIM ORIENT 39/40 ;
444;133581;HAV.SLIM ORIENT 39/40 ;
444;133585;HAV.SLIM ORIENT 39/40 ;
444;156095;HAV.SLIM P.B.PAL.35/36;
444;169935;HAV.SLIM PAISAGE 33/4 ;
444;169936;HAV.SLIM PAISAGE 35/6 ;
444;169937;HAV.SLIM PAISAGE 37/8 ;
444;169938;HAV.SLIM PAISAGE 39/0 ;
444;169939;HAV.SLIM PAISAGE 41/2 ;
444;122604;HAV.SLIM PEACOCK 33/34;
444;122608;HAV.SLIM PEACOCK 33/34;
444;122617;HAV.SLIM PEACOCK 33/34;
444;122622;HAV.SLIM PEACOCK 33/34;
444;122609;HAV.SLIM PEACOCK 35/36;
444;122618;HAV.SLIM PEACOCK 35/36;
444;122623;HAV.SLIM PEACOCK 35/36;
444;122605;HAV.SLIM PEACOCK 37/38;
444;122614;HAV.SLIM PEACOCK 37/38;
444;122619;HAV.SLIM PEACOCK 37/38;
444;122624;HAV.SLIM PEACOCK 37/38;
444;122606;HAV.SLIM PEACOCK 39/40;
444;122615;HAV.SLIM PEACOCK 39/40;
444;122620;HAV.SLIM PEACOCK 39/40;
444;122625;HAV.SLIM PEACOCK 39/40;
444;122607;HAV.SLIM PEACOCK 41/42;
444;122616;HAV.SLIM PEACOCK 41/42;
444;122621;HAV.SLIM PEACOCK 41/42;
444;122626;HAV.SLIM PEACOCK 41/42;
444;146575;HAV.SLIM PEACOCK PTO  ;
444;146576;HAV.SLIM PEACOCK PTO  ;
444;146577;HAV.SLIM PEACOCK PTO  ;
444;146578;HAV.SLIM PEACOCK PTO  ;
444;146579;HAV.SLIM PEACOCK VERM.;
444;146580;HAV.SLIM PEACOCK VERM.;
444;146581;HAV.SLIM PEACOCK VERM.;
444;146582;HAV.SLIM PEACOCK VERM.;
444;122610;HAV.SLIM PEAOCOCK     ;
444;166072;HAV.SLIM PETROLEO 33/4;
444;166073;HAV.SLIM PETROLEO 35/6;
444;166074;HAV.SLIM PETROLEO 37/8;
444;166076;HAV.SLIM PETROLEO 39/0;
444;169881;HAV.SLIM PETS 33/4    ;
444;169886;HAV.SLIM PETS 33/4    ;
444;169882;HAV.SLIM PETS 35/6    ;
444;169887;HAV.SLIM PETS 35/6    ;
444;169883;HAV.SLIM PETS 37/8    ;
444;169888;HAV.SLIM PETS 37/8    ;
444;169884;HAV.SLIM PETS 39/0    ;
444;169889;HAV.SLIM PETS 39/0    ;
444;169885;HAV.SLIM PETS 41/2    ;
444;169890;HAV.SLIM PETS 41/2    ;
444;166093;HAV.SLIM PETS B.P.AZUL;
444;166094;HAV.SLIM PETS B.P.AZUL;
444;166095;HAV.SLIM PETS B.P.AZUL;
444;166096;HAV.SLIM PETS B.P.AZUL;
444;159608;HAV.SLIM PETS.33/34   ;
444;159613;HAV.SLIM PETS.33/34   ;
444;159609;HAV.SLIM PETS.35/36   ;
444;159614;HAV.SLIM PETS.35/36   ;
444;159610;HAV.SLIM PETS.37/38   ;
444;159615;HAV.SLIM PETS.37/38   ;
444;159611;HAV.SLIM PETS.39/40   ;
444;159616;HAV.SLIM PETS.39/40   ;
444;159612;HAV.SLIM PETS.41/42   ;
444;159617;HAV.SLIM PETS.41/42   ;
444;146518;HAV.SLIM PRETO        ;
444;146519;HAV.SLIM PRETO        ;
444;146520;HAV.SLIM PRETO        ;
444;146521;HAV.SLIM PRETO        ;
444;151008;HAV.SLIM PRETO 41/42  ;
444;127308;HAV.SLIM PRISMA 33/34 ;
444;127312;HAV.SLIM PRISMA 33/34 ;
444;127316;HAV.SLIM PRISMA 33/34 ;
444;127309;HAV.SLIM PRISMA 35/36 ;
444;127313;HAV.SLIM PRISMA 35/36 ;
444;127317;HAV.SLIM PRISMA 35/36 ;
444;127310;HAV.SLIM PRISMA 37/38 ;
444;127314;HAV.SLIM PRISMA 37/38 ;
444;127318;HAV.SLIM PRISMA 37/38 ;
444;127311;HAV.SLIM PRISMA 39/40 ;
444;127315;HAV.SLIM PRISMA 39/40 ;
444;127319;HAV.SLIM PRISMA 39/40 ;
444;156106;HAV.SLIM R.B.ROS.33/34;
444;156107;HAV.SLIM R.B.ROS.35/36;
444;156108;HAV.SLIM R.B.ROS.37/38;
444;156109;HAV.SLIM R.B.ROS.39/40;
444;140502;HAV.SLIM R.BERIN.33/34;
444;140503;HAV.SLIM R.BERIN.35/36;
444;140562;HAV.SLIM R.BERIN.37/38;
444;140563;HAV.SLIM R.BERIN.39/40;
444;156110;HAV.SLIM R.CAFE 33/34 ;
444;156111;HAV.SLIM R.CAFE 35/36 ;
444;156112;HAV.SLIM R.CAFE 37/38 ;
444;156113;HAV.SLIM R.CAFE 39/40 ;
444;156098;HAV.SLIM R.CREAM 33/34;
444;156103;HAV.SLIM R.CREAM 35/36;
444;156104;HAV.SLIM R.CREAM 37/38;
444;156105;HAV.SLIM R.CREAM 39/40;
444;128867;HAV.SLIM R.LIGHT 37/38;
444;128868;HAV.SLIM R.LIGHT 39/40;
444;156067;HAV.SLIM R.MARIN.33/34;
444;156093;HAV.SLIM R.MARIN.33/34;
444;156068;HAV.SLIM R.MARIN.35/36;
444;156069;HAV.SLIM R.MARIN.37/38;
444;156096;HAV.SLIM R.MARIN.37/38;
444;156070;HAV.SLIM R.MARIN.39/40;
444;156097;HAV.SLIM R.MARIN.39/40;
444;156071;HAV.SLIM R.ORQ.33/34  ;
444;156072;HAV.SLIM R.ORQ.35/36  ;
444;156073;HAV.SLIM R.ORQ.37/38  ;
444;156074;HAV.SLIM R.ORQ.39/40  ;
444;140497;HAV.SLIM R.VERM.33/34 ;
444;140498;HAV.SLIM R.VERM.35/36 ;
444;140499;HAV.SLIM R.VERM.37/38 ;
444;140500;HAV.SLIM R.VERM.39/40 ;
444;116811;HAV.SLIM ROS.LIG.35   ;
444;127610;HAV.SLIM ROSADO 33/34 ;
444;127611;HAV.SLIM ROSADO 35/36 ;
444;127612;HAV.SLIM ROSADO 37/38 ;
444;127613;HAV.SLIM ROSADO 39/40 ;
444;159603;HAV.SLIM ROSE G.33/34 ;
444;159604;HAV.SLIM ROSE G.35/36 ;
444;159605;HAV.SLIM ROSE G.37/38 ;
444;159606;HAV.SLIM ROSE G.39/40 ;
444;159607;HAV.SLIM ROSE G.41/42 ;
444;140466;HAV.SLIM ROY.B.R.35/36;
444;140467;HAV.SLIM ROY.B.R.37/38;
444;140491;HAV.SLIM ROY.B.R.39/40;
444;140493;HAV.SLIM ROY.VIO.33/34;
444;140494;HAV.SLIM ROY.VIO.35/36;
444;140495;HAV.SLIM ROY.VIO.37/38;
444;140496;HAV.SLIM ROY.VIO.39/40;
444;146568;HAV.SLIM SEAS. BCO/ROS;
444;146560;HAV.SLIM SEAS. M/OURO ;
444;146564;HAV.SLIM SEAS. M/OURO ;
444;146565;HAV.SLIM SEAS. M/OURO ;
444;146567;HAV.SLIM SEAS. M/OURO ;
444;146571;HAV.SLIM SEAS.BCO/ROS ;
444;146572;HAV.SLIM SEAS.BCO/ROS ;
444;146574;HAV.SLIM SEAS.BCO/ROS ;
444;118721;HAV.SLIM SEASON 23/48 ;
444;122627;HAV.SLIM SEASON 33/34 ;
444;122635;HAV.SLIM SEASON 33/34 ;
444;122640;HAV.SLIM SEASON 33/34 ;
444;122645;HAV.SLIM SEASON 33/34 ;
444;133524;HAV.SLIM SEASON 33/34 ;
444;133528;HAV.SLIM SEASON 33/34 ;
444;133532;HAV.SLIM SEASON 33/34 ;
444;140392;HAV.SLIM SEASON 33/34 ;
444;140397;HAV.SLIM SEASON 33/34 ;
444;122628;HAV.SLIM SEASON 35/36 ;
444;122636;HAV.SLIM SEASON 35/36 ;
444;122641;HAV.SLIM SEASON 35/36 ;
444;122646;HAV.SLIM SEASON 35/36 ;
444;133525;HAV.SLIM SEASON 35/36 ;
444;133529;HAV.SLIM SEASON 35/36 ;
444;133533;HAV.SLIM SEASON 35/36 ;
444;140393;HAV.SLIM SEASON 35/36 ;
444;140398;HAV.SLIM SEASON 35/36 ;
444;122630;HAV.SLIM SEASON 37/38 ;
444;122637;HAV.SLIM SEASON 37/38 ;
444;122642;HAV.SLIM SEASON 37/38 ;
444;122647;HAV.SLIM SEASON 37/38 ;
444;133526;HAV.SLIM SEASON 37/38 ;
444;133530;HAV.SLIM SEASON 37/38 ;
444;133534;HAV.SLIM SEASON 37/38 ;
444;140394;HAV.SLIM SEASON 37/38 ;
444;140399;HAV.SLIM SEASON 37/38 ;
444;122631;HAV.SLIM SEASON 39/40 ;
444;122638;HAV.SLIM SEASON 39/40 ;
444;122643;HAV.SLIM SEASON 39/40 ;
444;122649;HAV.SLIM SEASON 39/40 ;
444;133527;HAV.SLIM SEASON 39/40 ;
444;133531;HAV.SLIM SEASON 39/40 ;
444;133535;HAV.SLIM SEASON 39/40 ;
444;134252;HAV.SLIM SEASON 39/40 ;
444;140395;HAV.SLIM SEASON 39/40 ;
444;140400;HAV.SLIM SEASON 39/40 ;
444;122632;HAV.SLIM SEASON 41/42 ;
444;122639;HAV.SLIM SEASON 41/42 ;
444;122644;HAV.SLIM SEASON 41/42 ;
444;122650;HAV.SLIM SEASON 41/42 ;
444;146693;HAV.SLIM SUNNY AZUL   ;
444;146694;HAV.SLIM SUNNY AZUL   ;
444;146696;HAV.SLIM SUNNY AZUL   ;
444;146698;HAV.SLIM SUNNY AZUL   ;
444;146688;HAV.SLIM SUNNY CORAL  ;
444;146690;HAV.SLIM SUNNY CORAL  ;
444;146691;HAV.SLIM SUNNY CORAL  ;
444;146692;HAV.SLIM SUNNY CORAL  ;
444;146623;HAV.SLIM TEAMS AM/VDE ;
444;146624;HAV.SLIM TEAMS AM/VDE ;
444;146625;HAV.SLIM TEAMS AM/VDE ;
444;146626;HAV.SLIM TEAMS AM/VDE ;
